row_type,classification,start,provided_dropping_time,recomputed_dropping_time,coefficient_stopping_time,times_equal,minimality_verified,q,K_q,assumed_M,H_numerator,H_denominator,barrier_holds,ratio_M_over_H_numerator,ratio_M_over_H_denominator,ratio_gt_4
STOPPING_RECORD,EXTERNAL_RECORD_EVIDENCE,1236472189813512351,990,990,990,True,False,,,,,,,,,
STOPPING_RECORD,EXTERNAL_RECORD_EVIDENCE,2602714556700227743,1005,1005,1005,True,False,,,,,,,,,
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,1,2,3,1,1,True,3,1,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,2,4,3,5,7,True,21,5,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,3,5,7,23,5,True,35,23,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,4,7,7,85,47,True,329,85,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,5,8,27,319,13,True,351,319,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,6,10,27,1085,295,True,7965,1085,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,7,12,27,3767,1909,True,51543,3767,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,8,13,27,13349,1631,True,44037,13349,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,9,15,27,44143,13085,True,353295,44143,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,10,16,27,148813,6487,True,175149,148813,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,11,18,27,479207,84997,True,2294919,479207,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,12,20,27,1568693,517135,True,13962645,1568693,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,13,21,27,5230367,502829,True,13576383,5230367,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,14,23,27,16739677,3605639,True,97352253,16739677,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,15,24,27,54413335,2428309,True,65564343,54413335,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,16,26,27,171628613,24062143,True,649677861,171628613,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,17,27,27,548440271,5077565,False,137094255,548440271,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,18,29,27,1712429677,149450423,True,4035161421,1712429677,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,19,31,27,5405724487,985222181,True,26600998887,5405724487,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,20,32,27,17290915285,808182895,True,21820938165,17290915285,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,21,34,27,54020229503,6719515981,True,181426931487,54020229503,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,22,35,27,170650623101,2978678759,False,80424326493,170650623101,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,23,37,27,529131738487,43295774645,True,1168985915415,529131738487,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,24,39,27,1656114692197,267326277407,True,7217809489989,1656114692197,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,25,40,27,5243221983535,252223018333,True,6810021494991,5243221983535,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,26,42,27,16279421764493,1856180682775,True,50116878434925,16279421764493,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,27,43,27,51037288549031,1170495537221,False,31603379504967,51037288549031,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,28,45,27,157509912158197,12307579633871,True,332304650114517,157509912158197,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,29,46,27,490121922519007,1738366812781,False,46935903945087,490121922519007,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,30,48,27,1505550139645853,75583844616007,True,2040763804632189,1505550139645853,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,31,50,27,4657387907292887,508226510558677,True,13722115785084279,4657387907292887,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,32,51,27,14535113675299973,398779624833407,False,10767049870501989,14535113675299973,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,33,53,27,44731240932742543,3448138688185469,True,93099744581007663,44731240932742543,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,34,54,27,138697322425598125,1337216809815415,False,36104853865016205,138697322425598125,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,35,56,27,425099166531535367,22026048938928229,True,594703321351062183,425099166531535367,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,36,58,27,1311326296613570069,138135740854712623,True,3729665003077240821,1311326296613570069,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,37,59,27,4078094077916566079,126176846412426125,False,3406774853135505375,4078094077916566079,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,38,61,703,12522512609901409981,954991291540701863,True,671358877953113409689,12522512609901409981,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,39,62,703,38720459334311076919,559130865408411637,True,393068998382113380811,38720459334311076919,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,40,64,703,118467221012146924709,6289078614652622815,True,4421222266100793838945,118467221012146924709,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,41,65,703,364625035073295549935,420491770248316829,False,295605714484566730787,364625035073295549935,False
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,42,67,703,1112321849293596201421,38154963458164053719,True,26822939311089329764457,1112321849293596201421,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,43,69,703,3410752524175626810727,262038842964168574085,True,184213306603810507581755,3410752524175626810727,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,44,70,703,10527405477706233258037,195820718533800070543,True,137661965129261449591729,10527405477706233258037,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,45,72,703,32172512243477405425823,1768053776318811515053,True,1242941804752124495082259,32172512243477405425823,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,46,73,703,98878719971867038884317,581794846086789331463,True,409001776799012900018489,98878719971867038884317,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,47,75,703,301358526398470761866647,11190117503999658421781,True,7866652605311759870512043,301358526398470761866647,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,48,77,703,922965045126890866454725,71349284374956136974911,True,50158546915594164293362433,922965045126890866454725,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,49,78,703,2844452999106586922783311,62932125673039764086461,True,44241284348146954152782083,2844452999106586922783311,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,50,80,703,8684474724771589415188205,491027831922776585935927,True,345192565841711939912956681,8684474724771589415188205,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,51,81,703,26657887084122082832917703,264157676153700583101605,True,185702846336051509920428315,26657887084122082832917703,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,52,83,10087,81182587071980877673459285,3210324667690360098717167,True,32382544922992662315760063529,81182587071980877673459285,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,53,85,10087,248383464494401149719202559,19302380559988113693800909,True,194703112708600102829369769083,248383464494401149719202559,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,54,86,10087,764493206597037515952906493,19221515452296207490805095,True,193887426367311844959750993265,764493206597037515952906493,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,55,88,10087,2332165246018780681449317111,135035798812224889653610549,True,1362106102618912461935969607763,2332165246018780681449317111,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,56,89,10087,7151238242967014578710341861,95622386615329600236050591,True,964543013788829677581042311417,7151238242967014578710341861,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,57,91,10087,21763199738722388804855806639,905837179488678938157713885,True,9137179629502304449196859957995,21763199738722388804855806639,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,58,92,10087,66527539255452546689466544141,241631459895276264674893207,True,2437336535963651681775647779009,66527539255452546689466544141,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,59,94,10087,202058497844928400618197880871,5676654536827349893621176517,True,57260414312977478376956807526979,202058497844928400618197880871,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,60,96,10087,616079013849068244053786636405,36837004239048134079249517135,True,371574861759278528457389879340745,616079013849068244053786636405,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,61,97,10087,1887851122804336900958131884383,31282850202880064644204601069,True,315550109996451212066091810983003,1887851122804336900958131884383,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,62,99,10087,5742781530927275040467939603485,252304875637168869119701703879,True,2544999280552122382810431087027473,5742781530927275040467939603485,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,63,100,10087,17545257242838882471777994611799,123089326797391906610753508949,True,1241602039405292161982670644768563,17545257242838882471777994611799,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,64,102,10087,53269597028630762116082335438085,1636918580620405121328963732223,True,16511597722718026458845257166933401,53269597028630762116082335438085,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,65,104,10087,162344092286348745151240412725007,9981358142774132969973704018173,True,100681959586162679268124752431311051,162344092286348745151240412725007,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,66,105,10087,497173481660872070665694863818029,9661664824670728485973860768503,True,97457213086453638238018333571889761,497173481660872070665694863818029,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,67,107,35655,1511802854586267882421031842740103,69549813681315526305816084877541,True,2479798606807305090433872506308724355,1511802854586267882421031842740103,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,68,108,35655,4616538202173410328958884533364373,46390164214733215525870244344495,True,1654041305076312799574903562102969225,4616538202173410328958884533364373,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,69,110,35655,14011873883349444350268231610381247,463689046302626373360766753609741,True,16532832945920143342178138599955315355,14011873883349444350268231610381247,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,70,111,35655,42684658757365186504371006872296253,92992924274172212949676178524199,True,3315662714995610252720704145280315345,42684658757365186504371006872296253,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,71,113,35655,129352050486729266420245644699193783,2875127202089930453114276700182645,True,102512660390516470305789535745012207475,129352050486729266420245644699193783,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,72,115,35655,393248448318722626889267430426801445,19009975323339446616403822758988127,True,677800670153667969107878300471721668185,393248448318722626889267430426801445,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,73,116,35655,1200514532390307191181924276597284719,15491551101739718820967497643203613,True,552351254532529674561596128468424821515,1200514532390307191181924276597284719,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,74,118,35655,3643081972039200194574016800425614925,129551403041776398519390434197132375,True,4619155275454537489208865931298754830625,3643081972039200194574016800425614925,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,75,119,35655,11095399415590715067835026283811887847,56347210179100227332219537521310981,True,2009059778935818605530287610322343027555,11095399415590715067835026283811887847,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,76,121,35655,33618505245718374171731030616505749685,833655628429758618448562142704105231,True,29723991431663043540783483198114872011305,33618505245718374171731030616505749685,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,77,123,35655,102184743732940038388096898909797593631,5159422876859107601153300548673004845,True,183959222674411481519120931062935987748475,102184743732940038388096898909797593631,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,78,124,35655,311871143181959778655905924970514159197,4844444664297995820229445163776257927,True,172728674505545040970280867314442476387185,311871143181959778655905924970514159197,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,79,126,35655,946247253512158662950948231393785234199,35800981925452641427149248455814286997,True,1276484010552013930085006453692058402878035,946247253512158662950948231393785234199,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,80,127,35655,2881277056401593296785766520110326729029,22332354046123308415604093509500808127,True,796260083514526561558363954081251313768185,2881277056401593296785766520110326729029,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,81,129,35655,8728901760935014506223143212188922239951,237138245598839156978499584244386530109,True,8455164146826610142068402676233601731036395,8728901760935014506223143212188922239951,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,82,130,35655,26526987649725981982132804243998534931309,30850002954640544008749537869623167415,True,1099956855347708596631964772741414034181825,26526987649725981982132804243998534931309,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,83,132,35655,80261527683019822873325161946859141216839,1453679476547675485879747043335942348069,True,51830941736307369449042380830143024420400195,80261527683019822873325161946859141216839,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,84,134,35655,243506841984426976327682482700031569342165,9805556300378041873053234848916118427503,True,349617109889979082983713088538104202532619465,243506841984426976327682482700031569342165,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,85,135,35655,741409561694750959813875435537911290793087,7638597418194063957503729671115189749325,True,272354190945709350404795481423612090512182875,741409561694750959813875435537911290793087,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,86,137,270271,2246006756567192941103282281489367037912445,66471935220462315195823138764611900314343,True,17965436403969570390290315537050422909857796953,2246006756567192941103282281489367037912445,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,87,138,270271,6825132555633339069956470743970633775870071,25191233797866452294221617288770376677557,True,6808459949783163928011570726253258475020007947,6825132555633339069956470743970633775870071,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,88,140,270271,20649622238763537703162660030916966651875685,424022845120640343469160449876441778563615,True,114601078373600586269753463948555795934166789665,20649622238763537703162660030916966651875685,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,89,142,270271,62645765003744695082660971288771161252688943,2665865110270084976753463741669847929814621,True,720506029217806136752135398924851469838927432291,62645765003744695082660971288771161252688943,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,90,143,270271,190724888161050413140674878650394528946314381,2422409031177599144876461656847453412948759,True,654706911265400898484906168457818081371074043689,190724888161050413140674878650394528946314381,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,91,145,270271,577749850782783895207408565519345677215438247,18417599692798109005397244106866540991836485,True,4977743086572237718997718562006926900404638637435,577749850782783895207408565519345677215438247,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,92,146,270271,1755550297546882308763761414830685393152295157,10651308681333080733120295775302899963548623,True,2878739848612573062821155459486890076048249886833,1755550297546882308763761414830685393152295157,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,93,148,270271,5311252383037708172574355681037352902468846303,121156906838121734765503760416502145914567533,True,32745198368045999376807466831528451478476081711443,5311252383037708172574355681037352902468846303,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,94,149,270271,16112163110701369502855352789293245599454382237,6658797337875234031939788887132653648015943,True,1799679815304877377046398682314229434102916930553,16112163110701369502855352789293245599454382237,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,95,151,270271,48693301255280598478830629860242110582458833367,733600238366605642624962351386145529135421141,True,198270870023580873637891199671484938304959407199211,48693301255280598478830629860242110582458833367,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,96,153,270271,147507151458547755317550175550175826883759246725,5055296100511736689991458993057426860171756671,True,1366299932381407586940681613512623814925480847227841,147507151458547755317550175550175826883759246725,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,97,154,270271,448230445146467105476883670528325461196808726671,3747906759887531021508089223576319489453297021,True,1012950507901562896714012782545195444734032039162691,448230445146467105476883670528325461196808726671,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,98,156,270271,1356109316981048995479117299340572344681488153005,34079683362957951161456843181920880650483837047,True,9210750102190008418358102463620938334286917122529737,1356109316981048995479117299340572344681488153005,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,99,157,270271,4113999877109737702631217049044100878408712350983,10895197755692421096640227500994953222955727205,True,2944655992628746342210050926921407002521467347422555,4113999877109737702631217049044100878408712350983,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,100,159,270271,12433343483662394540281381449177070323954632836885,215373297933440128065381286592520237125858749487,True,58209156605768796852358665708647037008242970082600977,12433343483662394540281381449177070323954632836885,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,101,161,270271,37665405860319909350395065555710281726777881646399,1376870712465771843297986276135702221205542519949,True,372128224328836621859990048837472375027443182409136179,37665405860319909350395065555710281726777881646399,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,102,162,270271,114457719218290630969388881499847128199989577482173,1207608862735509693486589162974540624304762473895,True,326381654940388940368313939666292069071472458582075545,114457719218290630969388881499847128199989577482173,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,103,164,270271,346296160929533698744574014164973950639280597532471,9468833137530140753274506819788753951538017593589,True,2559151000913408671528254232691126319236131553036892619,346296160929533698744574014164973950639280597532471,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,104,165,362343,1050580495887248319579351521156652116075089252941221,5022473215295975568564563135905733540119132093151,True,1819858012249989675440389500353491208127386680028612793,1050580495887248319579351521156652116075089252941221,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,105,167,381727,3175125513859039405429313520793416876539762679511279,61835472040476820088211604054638257249347237654685,True,23604269235595095101812750980964898025021572988209940995,3175125513859039405429313520793416876539762679511279,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,106,169,381727,9618912646366296003052976391674092742877267721284301,372578625699786033794706470751598998264001078464983,True,142223321052502223322351916960595630810322339679202565641,9618912646366296003052976391674092742877267721284301,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,107,170,381727,29230882358255599156219072492197646681663721894854759,369447038785935807263832777904060088728165773391237,True,141027909774638917899401094810983145489936536179316726299,29230882358255599156219072492197646681663721894854759,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,108,172,381727,88440935913080219762777504110943676951055003146567989,2604918792984652010032071602413654078312172244181135,True,994367836089652257833512596574556930351870574254532120145,88440935913080219762777504110943676951055003146567989,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,109,173,381727,268315963092494348464813658870233978477420359287718815,1828445672446577677133921732435066986425817036513709,True,697967081206014756959300541157240815527367859897268595443,268315963092494348464813658870233978477420359287718815,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,110,175,626331,810934199983990423747403269685507830680771777559186141,17457958430354489737326351346916991456298850501600519,True,10934460561642357911669350965465866175815115333517954665789,810934199983990423747403269685507830680771777559186141,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,111,176,626331,2456747842778000784654058981355747073036358131461677207,4483389639004442388280709442303812380810953936563989,True,2808085915987291405494245025707589112285705590042059794359,2456747842778000784654058981355747073036358131461677207,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,112,178,1027431,7418134013986061380785875288665688381097159991953269189,109231140221131380812238817523805761118604056946167103,True,112227459628537235719299340527301276951848484832257412802393,7418134013986061380785875288665688381097159991953269189,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,113,180,1027431,22445963984566420249652419244390853791243822366132757839,710817305879866357026303209358994579260496951384401853,True,730315735397456971065891732694921159564191643257827380229643,22445963984566420249652419244390853791243822366132757839,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,114,181,1027431,68104139724132205178136431246747715965540836659490074605,599956376773710212720562600926674554162751731969603383,True,616413780144989857565700353632694163857990174729261573399073,68104139724132205178136431246747715965540836659490074605,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,115,183,1027431,205844914713262504392767640767393457080241249100653825991,4864860212052908354878381857080642029725733440276014501,True,4998308192529731683961050749802221121243140034276225854776931,205844914713262504392767640767393457080241249100653825991,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,116,184,1126015,623664726303251068611736310410781607975198703790695886677,2334616309231614197768369354039452620227287343359226095,True,2628812983439436060900150418188734242165228957932638971361425,623664726303251068611736310410781607975198703790695886677,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,117,186,1126015,1883254143236680316702075707449547297394546024349556477439,31523777581549064327038660496523304798581687985015313101,True,35496246413487969668210437298992689052774959396447017781422515,1883254143236680316702075707449547297394546024349556477439,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,118,188,1126015,5698802287017749393573694227217451786059437724958544701949,192651047360064079916050191227189702147344367774796478567,True,216927969093142554946671256074684012463441968279937456813620505,5698802287017749393573694227217451786059437724958544701949,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,119,189,1126015,17292566290284081954590951101127594933681511782515135184375,185634283618524692008413734731089955435635888045387278645,True,209026987868713081071853991513228256169857544477426756563449675,17292566290284081954590951101127594933681511782515135184375,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,120,191,1126015,52270017729313913411512590142333263952050932562824407710181,1341540567778909171504714882094228168319702094694166150047,True,1510594802427568410751881527961332330950509354157051497445172705,52270017729313913411512590142333263952050932562824407710181,True
BARRIER_COMPARISON,EXTERNAL_RECORD_EVIDENCE,,,,,,,121,192,1126015,158379328621788410425496717782801708460178386549589231758767,886070835643387132596249934678851296907928561850481193693,True,997729051996988562110366370197406743087781179572069581316223395,158379328621788410425496717782801708460178386549589231758767,True
